,epoch,loss,accuracy,val_loss,val_accuracy,lr
0,0,6.748472064360977,0.953125,12.670360099151731,0.9674999713897705,0.009999999776482582
1,1,5.240755338221788,0.9868749976158142,16.503170328587295,0.9574999809265137,0.009999999776482582
2,2,8.354634829610585,0.9787499904632568,14.58458014987409,0.9624999761581421,0.009999999776482582
3,3,7.677177097368985,0.9700000286102295,9.802809824049472,0.9750000238418579,0.009999999776482582
4,4,6.5112990505993364,0.9737499952316284,12.677407456189394,0.9674999713897705,0.009999999776482582
5,5,7.07071897611022,0.9024999737739563,7.778487062454223,0.04500000178813934,0.009048373438417912
6,6,5.798643555492163,0.49125000834465027,7.5804105520248415,0.07000000029802322,0.008187306113541126
7,7,8.392306230962276,0.5325000286102295,18.921801936626434,0.18250000476837158,0.0074081807397305965
8,8,8.380879075452686,0.4300000071525574,8.040334224700928,0.03750000149011612,0.00670319888740778
9,9,6.646232019364834,0.0768750011920929,8.177982807159424,0.029999999329447746,0.006065304856747389
10,10,6.489274550974369,0.10374999791383743,8.236224925518036,0.02250000089406967,0.005488114431500435
11,11,6.517899486422539,0.019999999552965164,8.195048427581787,0.027499999850988388,0.004965851083397865
12,12,6.791015364229679,0.02437499910593033,8.260227298736572,0.02250000089406967,0.004493287764489651
13,13,6.400941516458988,0.042500000447034836,8.20006103515625,0.029999999329447746,0.0040656947530806065
