,epoch,loss,accuracy,val_loss,val_accuracy,lr
0,0,7.047993672639132,0.981249988079071,11.668174607679248,0.9700000286102295,0.009999999776482582
1,1,5.593123523844406,0.9856250286102295,16.329221779853107,0.9574999809265137,0.009999999776482582
2,2,9.464598400745308,0.9756249785423279,11.686023592948914,0.9750000238418579,0.009999999776482582
3,3,9.605760085582734,0.9700000286102295,5.965983349084854,0.9775000214576721,0.009999999776482582
4,4,4.038866134732961,0.7862499952316284,2.0187744319438936,0.4300000071525574,0.009999999776482582
5,5,1.9016051683574915,0.38187500834465027,1.481591522693634,0.4925000071525574,0.009999999776482582
6,6,1.3524504981935024,0.4893749952316284,1.3577853083610534,0.1525000035762787,0.009999999776482582
7,7,1.1762878894805908,0.4818750023841858,1.1120250627398491,0.7749999761581421,0.009999999776482582
8,8,1.085473944246769,0.16437500715255737,1.1237579330801963,0.6075000166893005,0.009999999776482582
9,9,0.8869030933827162,0.5668749809265137,0.7580229744315148,0.5174999833106995,0.009999999776482582
10,10,0.7674846958369017,0.7943750023841858,0.813502250611782,0.7024999856948853,0.007692307699471712
11,11,0.7999192455783486,0.8031250238418579,0.7535204723477363,0.6675000190734863,0.0057836901396512985
12,12,0.6796855429187417,0.8199999928474426,0.6556676045060158,0.7149999737739563,0.004252713173627853
13,13,0.7152773411944509,0.8143749833106995,0.8156158350408077,0.7649999856948853,0.0030595059506595135
14,14,0.6107137367129326,0.8637499809265137,0.677525244653225,0.6899999976158142,0.0021545817144215107
15,15,0.548676360026002,0.8700000047683716,0.5670435555279255,0.7799999713897705,0.00148591841571033
16,16,0.5707323145121336,0.8487499952316284,0.6075332432985305,0.8349999785423279,0.0010039989138022065
17,17,0.5882390120998024,0.8675000071525574,0.5880763467401267,0.8075000047683716,0.0006648999406024814
18,18,0.5068304492160678,0.8762500286102295,0.551923294365406,0.8224999904632568,0.00043175320024602115
19,19,0.572409414499998,0.8656250238418579,0.5274297293275595,0.8199999928474426,0.00027500203577801585
20,20,0.5086102447472512,0.8881250023841858,0.5914913691580296,0.8324999809265137,0.00017187627963721752
21,21,0.5388631239533425,0.8831250071525574,0.5006009910255671,0.8374999761581421,0.00010544557153480127
22,22,0.5994926404207945,0.8837500214576721,0.7366026919335127,0.8224999904632568,6.352143100230023e-05
23,23,0.4990143132396042,0.8987500071525574,0.523149324581027,0.8199999928474426,3.758664388442412e-05
24,24,0.5827976245433092,0.8731250166893005,0.5807018339633941,0.8450000286102295,2.1852700228919275e-05
25,25,0.574029766768217,0.8731250166893005,0.5817109517753124,0.7900000214576721,1.24872576634516e-05
26,26,0.5928630743175745,0.8787500262260437,0.5653098993003368,0.8299999833106995,7.0153132583072875e-06
27,27,0.5622309748083353,0.8799999952316284,0.6198914412409067,0.824999988079071,3.875863512803335e-06
28,28,0.5334152700379491,0.8799999952316284,0.646575964987278,0.8100000023841858,2.1064474822196644e-06
