,epoch,loss,accuracy,val_loss,val_accuracy
0,0,7.814358902350068,0.9756249785423279,16.434546506777405,0.9574999809265137
1,1,5.406678451038897,0.9862499833106995,8.757374960929155,0.9775000214576721
2,2,7.315459758415818,0.981249988079071,9.7078541431576,0.9750000238418579
3,3,8.02654935787432,0.9793750047683716,12.57597339246422,0.9674999713897705
4,4,8.019199363980443,0.9793750047683716,11.610288674384355,0.9700000286102295
5,5,7.533021606178954,0.9806249737739563,14.479319332167506,0.9624999761581421
6,6,5.609419358614832,0.9856250286102295,7.763082523085177,0.9800000190734863
7,7,7.520492198085412,0.9806249737739563,11.59148550182581,0.9700000286102295
8,8,5.83730999911204,0.9850000143051147,13.503115919604898,0.9649999737739563
9,9,6.550906543713063,0.9831249713897705,14.456521481834352,0.9624999761581421
10,10,6.306258006207645,0.9837499856948853,8.700268250703811,0.9775000214576721
11,11,6.780849735345692,0.9825000166893005,9.654294000938535,0.9750000238418579
12,12,5.817880550399423,0.9850000143051147,12.52573861926794,0.9674999713897705
13,13,7.730889685428702,0.9800000190734863,7.728900939319283,0.9800000190734863
14,14,5.090955243655481,0.9868749976158142,16.352268597856163,0.9574999809265137
15,15,7.483745307382196,0.9806249737739563,12.514479260798543,0.9674999713897705
16,16,5.802845006645657,0.9850000143051147,6.759772251173854,0.9825000166893005
17,17,4.601441267249174,0.9881250262260437,9.632385039702058,0.9750000238418579
18,18,10.72567569524981,0.7662500143051147,18.995256793498992,0.9125000238418579
19,19,7.900362314283848,0.7462499737739563,15.153724408149719,0.9674999713897705
20,20,9.014853382110596,0.7693750262260437,8.687401711940765,0.9825000166893005
21,21,10.16770393550396,0.6493750214576721,11.86058828830719,0.7925000190734863
22,22,10.409378176927566,0.6875,10.861412441730499,0.8450000286102295
23,23,9.7230940669775,0.7987499833106995,20.902671539783476,0.9649999737739563
