,epoch,loss,accuracy,val_loss,val_accuracy
0,0,4.161399120092392,0.02500000037252903,4.099088454246521,0.012500000186264515
1,1,4.099279168248176,0.020625000819563866,4.098446393013001,0.007499999832361937
2,2,4.096752125024795,0.01875000074505806,4.091185784339904,0.02250000089406967
3,3,4.070654676854611,0.03125,4.02010817527771,0.02500000037252903
4,4,4.039987309277057,0.03687499836087227,3.909513849020004,0.05249999836087227
5,5,3.9997454568743707,0.04749999940395355,3.981290364265442,0.03500000014901161
6,6,3.9263413324952126,0.05937499925494194,3.7957807302474977,0.03999999910593033
7,7,3.9222028449177744,0.05312500149011612,3.751829516887665,0.07249999791383743
8,8,3.8847751051187513,0.06312499940395355,4.138967388868332,0.02250000089406967
9,9,3.865895836055279,0.05937499925494194,3.746691995859146,0.10000000149011612
10,10,3.8001750856637955,0.0768750011920929,3.8025946617126465,0.0625
11,11,3.7427675411105157,0.08687499910593033,3.5187002062797545,0.13249999284744263
12,12,3.73540371209383,0.09000000357627869,3.59111692905426,0.07500000298023224
13,13,3.675696636736393,0.09812500327825546,3.560452198982239,0.09000000357627869
14,14,3.6196732744574547,0.10562500357627869,3.5107597708702087,0.13500000536441803
15,15,3.594938135147095,0.11500000208616257,3.6263671815395355,0.14000000059604645
16,16,3.5394215285778046,0.11187499761581421,3.322420674562454,0.1875
17,17,3.4873543992638587,0.10999999940395355,3.5291160881519317,0.14000000059604645
18,18,3.4443620264530184,0.1287499964237213,3.2664517521858216,0.17749999463558197
19,19,3.446921694278717,0.13187499344348907,3.2461604177951813,0.2175000011920929
20,20,3.3353039279580114,0.1574999988079071,3.132838177680969,0.20499999821186066
21,21,3.294362360239029,0.1537500023841858,3.0797041058540344,0.15000000596046448
22,22,3.2624819591641425,0.17374999821186066,3.020980405807495,0.19249999523162842
23,23,3.1457541599869727,0.19562500715255737,2.9723244488239287,0.2175000011920929
24,24,3.1564154654741285,0.1850000023841858,3.09557021856308,0.18000000715255737
25,25,3.061518717557192,0.19750000536441803,2.962804025411606,0.25999999046325684
26,26,2.9912957273423673,0.20499999821186066,2.8512745976448057,0.25999999046325684
27,27,2.9255910739302635,0.23499999940395355,2.764567697048187,0.28999999165534973
28,28,2.871628704667091,0.2306250035762787,2.62767553627491,0.35749998688697815
29,29,2.8169706471264364,0.24937500059604645,2.6631851732730865,0.26750001311302185
30,30,2.84687030389905,0.24687500298023224,2.6805850893259047,0.36500000953674316
31,31,2.6978181965649126,0.28125,2.6467947363853455,0.29499998688697815
32,32,2.742430530488491,0.27437499165534973,2.5655762404203415,0.36250001192092896
33,33,2.6426629818975926,0.2837499976158142,2.477945926785469,0.3149999976158142
34,34,2.615792967379093,0.2893750071525574,2.38709032535553,0.4025000035762787
35,35,2.510188869386911,0.3075000047683716,2.573893278837204,0.3375000059604645
36,36,2.528009212762117,0.3137499988079071,2.642460161447525,0.3400000035762787
37,37,2.3826420322060584,0.34312498569488525,2.331962066888809,0.42500001192092896
38,38,2.431141233444214,0.33375000953674316,2.4082912474870684,0.36250001192092896
39,39,2.4214624680578707,0.33250001072883606,2.3090716183185576,0.4074999988079071
40,40,2.317671545594931,0.37062498927116394,2.351036122441292,0.44749999046325684
41,41,2.269655583053827,0.37187498807907104,2.3843502759933473,0.38499999046325684
42,42,2.21687031686306,0.40937501192092896,2.181122416257858,0.4099999964237213
43,43,2.1301539167761803,0.4137499928474426,2.285202679038048,0.3799999952316284
44,44,2.1452288012951612,0.4256249964237213,2.2119507133960723,0.41749998927116394
45,45,2.0471980653703215,0.42500001192092896,2.1346699476242064,0.4724999964237213
46,46,2.0156382344663144,0.4556249976158142,2.4259954422712324,0.39250001311302185
47,47,1.9929423652589322,0.46312499046325684,2.1825082778930662,0.4300000071525574
48,48,1.9020358793437482,0.4818750023841858,2.229352003335953,0.46000000834465027
49,49,1.8788583680987359,0.4818750023841858,2.137628448009491,0.46000000834465027
50,50,1.8535521220415832,0.48875001072883606,2.0438814759254456,0.5149999856948853
51,51,1.825566404312849,0.4918749928474426,2.126265522837639,0.4325000047683716
52,52,1.7442856192588807,0.5224999785423279,2.220350217819214,0.45500001311302185
53,53,1.775066577643156,0.5037500262260437,2.1540965750813483,0.45750001072883606
54,54,1.6712632987648248,0.5393750071525574,2.359681612253189,0.4099999964237213
55,55,1.658351720869541,0.5493749976158142,2.0772737592458723,0.4699999988079071
56,56,1.5372248467057943,0.5918750166893005,2.1820228561758994,0.4925000071525574
57,57,1.471421391889453,0.628125011920929,2.2007548183202745,0.4699999988079071
